"type","time"
"c",14.3572646672738
"a",4.07980711941462
"a",1.91590266069397
"c",2.68506715539843
"a",2.13761525694281
"c",11.0853210739316
"a",4.42383419235653
"a",9.80766804846835
"a",6.60196965073651
"a",16.6127510360422
"a",5.14205608030266
"a",1.95845750069052
"a",1.50631336262450
"a",1.64023498018434
"b",18.6298145790747
"b",25.2600083337692
"b",20.9230374236753
"b",8.97561109482604
"c",6.62396573461592
"a",2.80232188990340
"c",18.2901556408944
"b",1.75348165287179
"a",3.95386292187659
"a",5.15529964098191
"a",4.5996442157189
"a",1.05987438000739
"c",6.90626790281385
"b",0.422277539968491
"b",5.3147818595171
"b",5.64150965925226
"b",3.91250746324658
"a",4.09565466435111
"a",6.9649191475929
"a",6.10188061393392
"a",10.0487933676214
"a",1.46960286519529
"a",9.64522152165783
"a",1.80999417556450
"a",14.4221334896030
"c",4.67214207164943
"a",6.8406139591471
"b",1.90110246837139
"a",1.59591827075928
"a",0.586506752297282
"a",4.2492965277912
"a",8.90603721099806
"b",6.20605403151283
"a",0.991794720757753
"a",7.57126131052983
"c",2.11743670050055
"b",2.00082386285067
"a",1.34377090106355
"a",4.44539471631981
"a",3.75484336612231
"a",2.41062166494001
"b",5.89673027018845
"a",1.97951128603014
"a",1.44593866541982
"b",8.87343581732283
"a",1.70730188023299
"b",4.54692393913865
"a",3.21778227575123
"a",2.28621866554022
"a",3.01469224970788
"b",25.3410626040367
"a",5.51329761722541
"a",0.00394253417930713
"a",4.29328604693488
"b",1.95545071522924
"a",1.24425377696753
"a",0.252187082078308
"a",9.4000588818909
"a",0.372285890616346
"b",3.7911059781909
"c",22.9835922072146
"b",0.385023181599258
"a",12.376734443095
"b",8.38004015352497
"c",84.0298118638984
"c",8.31616904952831
"a",8.7616999464821
"a",1.25516707776114
"b",30.9325484030153
"b",3.68191739544272
"a",5.39157696512944
"a",7.66525080765745
"c",0.556875471957028
"a",11.3220781103028
"b",5.54212556406856
"c",4.32659804629586
"a",6.47391393759704
"a",3.87076858867723
"b",12.9841353588535
"b",10.3844536837555
"b",2.32525414608014
"c",1.61195860674660
"a",3.23515217052773
"b",1.99065259339661
"b",10.5583858784653
"a",6.514202048792
"c",3.49622375615889
"c",9.3622463134204
"b",2.01523962244391
"a",4.78695698061442
"a",1.42970805987716
"a",1.96738174185157
"a",0.392422350123525
"b",10.4536274817205
"b",14.4984084063007
"a",7.54986543166352
"b",5.94921517528346
"c",13.0714153773607
"a",1.34096928872168
"c",7.46172248343837
"a",1.83041179552674
"a",4.35964676064855
"a",35.1180055579061
"c",15.1761308836315
"b",8.30997560884724
"a",4.41696764718018
"a",7.65827057922711
"b",1.98999147117138
"b",27.4491523490814
"a",0.418083730619401
"b",11.9272238346209
"b",7.04155948816552
"c",9.53783441292954
"b",3.14771092683077
"b",4.69097106531262
"a",6.83029750806695
"c",0.0845226226374507
"a",11.9482636538552
"c",22.9138079831812
"a",3.22981935692951
"b",9.72220405902634
"c",3.119160910137
"a",3.01135418005288
"b",5.73666924485155
"a",5.16141034176058
"b",6.00150561811042
"b",2.93375382572412
"a",3.81276986848129
"a",0.096329704172658
"b",2.81141197681427
"a",8.29825839917076
"b",10.2486755323030
"a",6.77149584030217
"c",2.55645004101098
"a",1.12399246776477
"b",8.23056459393273
"a",2.89627689635381
"a",15.6568507851605
"a",1.48780027171597
"b",0.22731464356184
"a",3.16483836388215
"a",11.0465848117165
"a",26.0678833056439
"b",0.514593064785004
"a",5.6082105541364
"a",3.29141517635435
"b",14.0198082917168
"b",9.48777188327084
"a",11.6427358020838
"a",1.86699871672317
"b",0.641161862760782
"c",6.42694283276796
"a",2.33945974381641
"a",5.89918726102865
"b",9.8882343579774
"b",17.8604135664965
"c",3.63757233669789
"a",2.14238512795419
"b",15.7485062771275
"a",21.1819951798039
"a",1.48260282093628
"a",4.31420174871987
"b",0.255915155429054
"a",2.78218107530847
"a",5.2766827613424
"c",1.00897024851292
"a",1.46994199603796
"a",2.61703053489327
"b",6.12940571081142
"b",2.00064818561077
"a",3.98691048358983
"c",7.68455444793117
"a",7.09678220748674
"a",10.6007493367942
"b",2.3265221118927
"c",27.2211637521598
"a",8.00930565181089
"b",8.4447569545723
"a",0.552706832119542
"a",1.85790607472882
"a",2.70275040296838
"c",31.8906384689694
"c",20.4636828965488
"b",0.182456649258158
"a",0.47629955775161
"a",4.12969901671118
"a",27.1735131073941
"c",6.41527589410543
"a",1.22919772113259
"c",5.99280343391001
"b",1.44661966338754
"c",2.82185548450798
"a",0.550339353355396
"a",4.73061476347452
"c",20.7464654735270
"a",10.4182303969966
"a",0.315098075661808
"a",0.536353220231831
"c",9.76056690467116
"a",1.57606990309432
"b",1.36644328163727
"a",6.53624599312848
"a",1.78529998986050
"a",0.670354176288169
"a",3.79887442083514
"a",2.06313381670043
"b",5.51255217194557
"b",20.7653540213755
"b",2.54237250197344
"a",5.65637886569522
"b",1.43593391910823
"a",10.1127492352845
"a",4.29297442061311
"a",10.2333273361893
"a",0.531604972339849
"a",29.6237003041391
"b",4.01373522074121
"b",31.3946773244028
"c",0.262985128462705
"b",0.766482155770063
"c",3.52604373977528
"a",0.787178922910243
"a",10.6276845273780
"a",4.47220525683320
"b",12.4754397862389
"b",41.686974418791
"a",5.08957840015596
"a",1.23937889933586
"a",1.90390681777334
"b",1.08458161354065
"b",2.72347402865342
"a",3.67816048652472
"c",10.6576345577360
"c",4.92802934255451
"b",1.40855779320148
"a",9.29855963173223
"b",6.94879578020344
"a",6.90338359659022
"b",1.11354452744126
"a",1.72582473405111
"c",39.9913855434811
"a",4.70669776711192
"a",0.19654428579649
"b",1.35432002673968
"a",0.563528581988066
"a",0.176180782727897
"a",3.21820261422545
"b",4.98004033272226
"c",10.1762460726769
"a",4.52745454830533
"a",0.27840044349432
"b",16.9957121627275
"a",3.14778464846313
"b",20.9159430404356
"b",2.83036909997463
"b",5.54495709389448
"a",14.5650594275109
"c",16.6999735488536
"a",1.04436121648178
"a",7.66185833635243
"a",0.151206050933634
"b",3.47070225700736
"a",2.89569378830492
"b",6.51536316391001
"a",1.16993247744462
"c",11.0207546777548
"b",0.450326036661863
"a",2.86207991885021
"a",0.359608975391281
"a",6.570454230322
"c",8.96142851519299
"c",1.44143190338167
"a",6.85827460118985
"b",16.3852214061453
"b",4.04253743961453
"b",6.80927710201512
"a",2.73615887388587
"c",2.28548691373615
"a",4.35058240292078
"a",5.27933351208872
"a",1.59967346815392
"a",1.71974021010101
"a",1.59486836561023
"a",5.30946062419705
"c",7.84076631958497
"b",1.01235684828970
"b",4.37179972603917
"b",2.59483395834211
"b",2.16680697724223
"b",9.63353174146185
"b",1.14523803815246
"a",7.3128251075269
"b",0.998129468503852
"b",2.69673194363713
"a",2.20419073244557
"c",14.5466190004297
"b",8.67848566885958
"a",5.60089889892793
"a",1.67350003561350
"b",0.98557760566473
"b",9.43479184027682
"a",8.14776135357556
"b",6.30738850266302
"a",7.00712937819672
"a",9.37687129933565
"a",1.68112301500514
"b",1.42781201004982
"c",7.56809080609181
"a",6.3002291319654
"a",0.881908389274031
"a",2.71729276282713
"b",5.30376167967916
"a",7.68741293768299
"b",4.10734475031495
"b",2.55194601416588
"b",1.79349070414901
"c",25.3346415410254
"a",2.26529911144064
"b",6.77333063598642
"a",2.81302864430472
"c",7.03376355538976
"c",14.9279880887809
"b",3.19281085382056
"a",1.14405178697780
"b",4.76359792426229
"b",4.22264742851257
"a",9.09634153316629
"a",16.2087853244486
"a",1.72079001320526
"b",13.2282570516561
"b",1.95491742342710
"a",3.65037813793376
"a",0.846633305773139
"b",1.46059668064117
"a",3.05790655816761
"a",1.02541664285763
"a",3.52041148093945
"b",3.10478003323078
"a",3.98037456627368
"b",0.868111178278923
"a",3.1008014944382
"a",4.99968125463879
"c",10.9907952319355
"a",0.0931271072477102
"a",17.3654350162226
"b",10.7920605536915
"a",1.09753834923759
"c",0.582887632772326
"a",8.6648630626024
"a",1.95977646159008
"a",6.16231718118289
"b",1.00214827805758
"a",7.34922708901477
"b",35.7912726895681
"a",4.78464900105899
"a",3.47675039411938
"b",2.59906725521096
"b",11.6096468512760
"b",4.41417334228754
"c",9.92486081975412
"b",3.77690359950066
"a",0.333673348756523
"a",4.23585927092886
"b",37.2381280938488
"a",0.730426320806146
"a",2.36595779191703
"a",7.28893357623337
"c",1.95887501490090
"a",3.38739411206916
"b",5.13459125161171
"a",3.19076823769137
"b",7.02094371583233
"b",6.18939422782431
"a",1.33457428335257
"b",14.2454489611818
"b",0.311649475246668
"a",2.44824709370732
"c",2.46502651632644
"a",6.28787346163249
"b",1.03011296831233
"a",9.23405664930952
"a",7.166418445868
"a",10.1522376011581
"a",0.451456408482045
"b",18.0995100875547
"b",15.6692815565302
"c",5.65350194927305
"c",4.31722082197666
"b",13.7108307564319
"c",16.5581261676336
"a",2.37088948022574
"b",21.9793632997733
"a",0.499368975870311
"b",9.95097868855963
"a",0.997436412144452
"c",4.16294158436358
"a",3.06003868114203
"a",10.9826941834599
"a",3.38390830904245
"a",5.72035630212581
"a",2.29873592732474
"a",2.12892505805939
"b",7.13307782228956
"c",8.09678460992259
"a",1.03236228709563
"a",2.41653843692000
"b",9.4101726185895
"a",1.62232523551211
"a",11.3977092032539
"a",0.950714576795017
"b",2.43121606772413
"a",1.38343356549740
"c",1.32311114575714
"a",0.0805745989385464
"b",13.9095723622276
"b",4.18990816005336
"c",1.8788746278733
"c",7.63767793732596
"a",8.7703243080051
"b",1.03483421481698
"a",0.7396942935884
"a",6.07157597762948
"b",6.721304885707
"a",0.746515810023993
"a",7.97835694312007
"b",0.475492347031832
"a",20.4841922492462
"b",10.4804933365799
"c",2.46229750166664
"b",3.77418465167284
"b",1.8761130483861
"b",11.5307623689627
"a",4.53468606320626
"a",2.03904552385211
"b",5.72607416625986
"c",12.2298359449441
"a",1.21426732745022
"a",14.2604822657051
"b",0.542592372745275
"a",15.0999704005883
"a",8.44887586268497
"b",3.71263534830651
"c",4.20779592823237
"c",17.7505138797881
"b",2.28299600258470
"b",3.14696742594242
"a",13.6524777760016
"b",2.02828461018067
"a",4.45982282028949
"b",4.73219165205956
"a",5.29889036414629
"b",11.4237510567796
"c",6.14262889811727
"a",5.76021830530322
"a",3.26591956662014
"b",5.72934230383406
"c",14.3976856616504
"b",17.4655608375719
"a",1.67083915485474
"a",0.795225675612038
"c",2.16189194936305
"a",2.15863050194457
"a",1.86520079849288
"c",2.49147994963481
"c",8.82586050396049
"c",21.9818235797898
"a",6.57432429471469
"b",9.66961388256321
"a",2.16933419508961
"b",0.277344443161862
"a",3.65909805500364
"a",0.03294587687793
"b",4.21448441967368
"a",6.11769699470556
"b",13.1820052032816
"b",6.89425164427529
"b",7.81214138143765
"a",0.186880432491904
"b",1.58168579638004
"b",0.485929716907118
"a",1.05730786607935
"c",14.9554779911653
"c",2.970089931041
"a",2.64809843618423
"a",8.36200601379287
"a",3.62059006446457
"b",20.8393172062387
"a",4.79563800370609
"a",6.83317786992943
"c",13.1410777471484
"b",5.56148558076391
"b",3.74653508141637
"a",0.252233269490951
"a",12.9879266482996
"b",46.48417556017
"a",9.41049967850459
"a",2.24053129088134
"b",11.9079541706278
"a",3.22277577361092
"a",3.95396024899042
"c",4.64509579353034
"a",13.4936674398588
"b",1.60384473204613
"a",2.27288376316631
"b",29.2913631631022
"a",5.60762167887247
"a",15.4892581692877
"a",3.04011847125366
"b",1.05709162268553
"c",11.2377989850818
"a",3.38063763920218
"b",11.4940834932758
"a",0.0371099947106286
"a",0.90675910236314
"c",0.945254983380437
"a",3.31359040690586
"b",0.660531723245637
"b",4.11296105354776
"a",1.86521931458181
"a",0.699446150101721
"a",14.6836337698924
"a",1.89110000948943
"b",1.84775073453784
"c",0.0122688338160515
"a",1.83953480329365
"b",7.65712626244793
"b",3.67282970224406
"a",9.0813859175415
"c",5.82781144883484
"a",7.47504783752275
"a",7.51833135435386
"a",28.0878045471787
"a",2.73564403876662
"a",1.45655494881794
"b",3.99325158447027
"c",22.6651302526209
"c",23.6806923324678
"b",8.01352040436039
"a",10.8523036253856
"b",11.4797102951242
"a",3.04508750069356
"b",22.0852855582884
"b",2.04669110476971
"b",22.8767020092873
"a",0.679214634001255
"a",5.26367991210377
"a",4.20229479183859
"a",4.71500655149525
"a",10.2698286246033
"a",5.61210020889944
"b",20.6242950399569
"a",6.67755290844894
"a",4.05330807415253
"b",21.4622900326899
"b",7.30039751496086
"a",6.76723832243538
"b",1.05189513415098
"a",9.95589889543963
"a",5.18795496297485
"a",1.87889694469050
"b",18.3994798350848
"a",2.44576986712396
"a",1.86245181597769
"a",1.57010559691116
"a",4.2531366504491
"b",10.3571706112839
"a",1.75390965538099
"a",0.364657326593073
"b",5.96854148719564
"a",2.09773807320744
"b",13.1967789892600
"c",5.66410318017006
"c",34.1320775432472
"a",4.19924953465766
"c",22.5208534374587
"a",0.71335378818655
"a",6.07774809913194
"b",0.83967824280262
"b",4.87171313166618
"a",0.214764310512692
"a",5.20427731836963
"c",6.73636232037097
"c",11.1528983056070
"a",2.66949443845078
"c",27.6295142794464
"a",2.09634567145258
"b",4.16203900799155
"a",0.971701480448246
"a",6.30251466275609
"c",4.88993911538273
"a",7.93195239446943
"a",1.97321651037782
"c",8.27921368139696
"a",1.67345763184130
"b",21.6422220905474
"b",0.997241787612438
"b",0.567889742553234
"c",3.37301124098966
"a",1.22799050857422
"b",12.1276828490927
"c",9.91627275611822
"a",4.11292633020735
"a",1.73732045572251
"a",12.3355029237675
"a",14.1251414935724
"a",2.42893013241579
"c",0.136486741412824
"b",1.01312211528420
"b",3.22882480520045
"c",6.70227651018649
"a",8.58057790393841
"c",4.4521469483152
"a",0.497234444447103
"b",19.3176327486685
"a",3.49456470438695
"c",16.4086919269505
"a",2.93300783949714
"c",9.7075900896908
"a",0.231808375970521
"a",4.29548416168266
"a",6.0368353591994
"b",4.9840847402811
"a",2.35481217736378
"c",0.709803497605815
"a",2.01045941095799
"a",0.0182468091841538
"b",3.44343555718660
"b",10.0009516276071
"c",5.55413838475943
"c",2.18184898141772
"a",0.432855510152876
"b",1.02874138206244
"c",1.84950983798439
"a",9.5474947612257
"c",20.6872464708033
"a",10.9251644466669
"a",16.7073711748711
"a",3.82128475178647
"a",7.14222384574723
"b",14.0401534717296
"c",38.4166516493091
"b",7.49189854567988
"c",0.139765706844628
"a",8.6775352801652
"a",3.51659161483353
"a",0.367935369722545
"b",0.756868481636047
"c",20.6373911715093
"b",0.662653673440218
"a",12.1479133789645
"b",19.136357410734
"a",3.92326137495643
"a",1.34876330615953
"a",4.25434306098078
"a",0.922115330682701
"a",2.31865329435095
"a",2.40909977583215
"a",6.26082688083357
"a",1.33917954051867
"b",2.73468465730548
"b",6.14817770536909
"a",16.4251957227779
"a",11.7008816910194
"b",4.09012787044048
"b",7.34834341671238
"a",15.3573888159337
"b",0.700997091829777
"a",1.82454525260255
"b",4.19970239326358
"b",10.0099967188015
"b",3.76322621107101
"c",35.9596677139838
"c",20.5614466211739
"c",2.19397759065032
"c",47.798918073339
"a",2.87359490834052
"a",36.7461057624987
"b",4.87282705679536
"a",7.03738844816862
"a",9.18828258248878
"b",3.51196831772911
"b",6.34720557097423
"b",5.04722695052624
"b",17.6881799240759
"a",9.70757227348995
"b",6.07922719385395
"c",0.618806836632318
"c",10.5634145920388
"b",0.630462490022182
"b",17.9586670621412
"a",2.31039095669985
"b",8.29795768078337
"a",15.3115747488084
"a",3.31190208205953
"c",5.23331231903285
"a",4.15088081245726
"b",14.6603995988535
"a",2.41709274239838
"a",1.72131108585745
"a",3.47890390161346
"a",8.10940838376892
"c",3.82775826845318
"b",8.64540668056347
"c",14.3873736930446
"b",0.68001898725671
"a",19.3258965284306
"b",1.03030319064989
"a",18.4718269948294
"a",1.93078392883763
"a",3.0291642062366
"a",9.3936814390967
"b",18.0228354771784
"a",6.47009957095093
"a",1.03477515080376
"a",4.35718375237143
"c",28.5801870359068
"b",0.731710221618414
"b",5.386623442173
"c",1.35779923280089
"a",1.21470030397177
"a",0.241766101680696
"b",2.95069969710519
"c",6.92367906682193
"b",20.2438377280882
"a",1.68756564991551
"c",3.59462396241724
"b",8.7500403669096
"c",4.22327798325568
"a",1.35076631348669
"a",2.3454735474661
"b",6.36192280765543
"b",9.27981059219609
"a",1.86518282603580
"a",23.6661800170753
"b",1.13298397511244
"a",0.00425569222938741
"a",0.726186024433531
"b",5.56711773421072
"a",2.70336870336905
"a",5.57907641378647
"a",10.0772129553826
"a",1.75607474986464
"b",16.1968116753532
"a",3.35675158305094
"a",10.4584090125965
"a",2.20299781318242
"a",18.0147692331285
"a",0.307352746537387
"b",11.4645216666048
"b",21.7031337757757
"b",3.83027453683847
"c",0.327680567279458
"c",4.47065840475261
"b",12.5540799074862
"a",12.8259601903366
"a",11.4877812464939
"a",8.4416975076766
"a",15.6492666146698
"a",0.627607134943715
"a",8.1073764893682
"a",13.0205351946162
"c",0.497773620299995
"c",2.69760981657235
"a",5.74093459153032
"c",5.00803476665169
"a",13.3774941682526
"a",3.82025710283361
"a",0.564961656928062
"c",10.4595020129801
"a",0.859535089693964
"b",4.06022183597088
"a",1.23262795270454
"b",5.41887011751533
"a",5.51786011995232
"b",5.425357632339
"a",11.5003792842137
"a",8.34783886517298
"a",1.61535012184014
"b",3.80780971050262
"b",2.26780271902680
"c",11.8449023734303
"b",5.9601892676569
"b",3.42909232154489
"a",0.0096599066122987
"c",4.43013995885849
"a",3.39684526436031
"a",31.8317299195792
"a",0.409431604202837
"a",0.15025838278234
"b",5.04261021316051
"b",0.241322506219149
"b",6.56474123116503
"b",4.32687428593636
"a",2.53309835214168
"b",12.5283088366976
"a",2.43394513148814
"b",4.440199517663
"a",4.23457695615894
"a",8.53134751277876
"b",3.46367343515158
"c",1.8596848286901
"c",4.37271508388221
"a",12.1938988094436
"a",6.76072256152934
"b",7.71182242747317
"b",4.07178808748722
"b",2.22849958017468
"c",24.680261107764
"b",3.83824729546905
"b",3.56064725667238
"a",2.12588271126151
"b",0.167267691344023
"a",18.4696831807898
"b",21.5770687599829
"b",1.93711499497294
"c",3.99017400573939
"a",1.35577809298411
"b",6.2604469580706
"a",9.25977389286173
"b",18.2727812667540
"a",1.6710695501785
"a",4.07029668313867
"c",28.9197768254166
"b",6.24681663253831
"c",7.52569558988226
"b",7.17900145765314
"b",3.34962090477347
"b",7.45814222816924
"b",6.80064879324207
"b",18.4325904687098
"c",26.9899918312643
"a",0.167725475775373
"a",1.89943829707587
"c",34.7721713180908
"a",2.46126006590202
"a",12.4304457840728
"a",0.271108038723469
"a",15.4390440138077
"a",0.616678281221539
"a",2.30232056695968
"a",9.3110733661325
"a",2.48273721896112
"c",1.85416036751121
"b",3.64334751665592
"a",7.91969082926977
"a",1.97475644414459
"b",42.1807540780623
"a",1.14015440689400
"b",10.2529876303292
"a",3.50125912090248
"a",0.138652315920736
"b",2.15779831260443
"b",1.50820802897215
"b",13.2329303923689
"a",5.87683028520501
"a",0.233579762279987
"a",6.32536277619606
"a",7.87333429292563
"a",7.68821589606714
"a",12.7296397921847
"a",0.7643206929788
"a",10.0193783450396
"a",1.63350809211868
"a",2.16794069074737
"b",1.59317522868514
"a",2.70227361098619
"a",2.72842270322144
"a",5.88269303066141
"a",2.70257932599634
"a",24.2814834060533
"b",0.865871101617813
"a",2.05931052565575
"b",8.14917781490128
"a",0.100132345687598
"c",3.56310395500376
"b",29.8636860090310
"b",3.31893895124196
"c",39.9550104679024
"b",4.71450866013765
"c",11.6391575239123
"a",3.71095420796524
"a",4.09661825725293
"b",2.34821568056941
"a",3.02580281859264
"a",7.96837968709779
"c",6.50292889215052
"b",6.84781326319943
"b",0.49241316691041
"a",4.81369806432581
"c",15.3650425179842
"b",5.56970348369842
"b",3.51245073229074
"a",2.94415716547519
"a",6.45259621532118
"a",6.33410986578321
"b",0.215487662364901
"a",3.20121977478266
"b",5.95028144832621
"c",7.12465251139549
"c",6.78135747555643
"b",0.840640028136609
"a",0.251930544618517
"a",1.59497843822464
"a",7.5571582462163
"b",0.143551661776586
"a",1.36086575221270
"b",3.29251214116812
"a",0.510054740589112
"a",1.05315050386060
"b",10.5434967052556
"a",13.8218284298884
"a",0.854346132742986
"a",16.4399550846758
"c",12.8940758291156
"b",1.00036485865712
"a",0.147546627558768
"a",0.418051555752754
"b",7.27707360651264
"a",10.1223761677266
"a",9.94713819543731
"a",5.90156169097663
"b",0.579958863556385
"a",14.5186574376168
"a",5.12839845360673
"c",20.0993069252911
"b",3.97944847121835
"b",3.45946171879768
"a",0.565228727646172
"a",23.3469059491966
"a",6.6504264527694
"c",20.133271793926
"a",4.1816935379665
"a",2.18224526108842
"b",6.93024751510391
"c",2.65620017698826
"a",1.53940491843969
"a",2.82646750099957
"a",8.33490784041368
"b",2.67043577507138
"a",2.21514699730770
"b",5.28840208053589
"b",4.71639023348689
"a",6.37850583509958
"a",2.14722552569583
"a",1.79898947943002
"a",8.51540215271425
"c",2.96436439733952
"b",4.44306625053287
"c",9.13760614818143
"a",8.14496306660485
"a",6.09019551870829
"b",4.87026404216886
"a",1.21604289161041
"a",0.700984476134181
"b",22.4578302277738
"b",8.75527576323519
"a",13.3666763914036
"a",10.9598246138419
"c",2.14290115516633
"b",0.338595733741284
"c",23.0834699595783
"b",3.73703578114510
"a",7.3764986661319
"b",0.0802689267736323
"b",4.48365808278322
"a",2.12207306250991
"b",4.75576844066381
"b",0.389792282134295
"c",3.64498726048197
"a",2.19249929134764
"a",11.5130386774646
"a",3.33779790671542
"a",0.203221103078437
"b",4.77906278404539
"c",3.90439063860271
"b",6.52444763638492
"a",12.4606090312110
"b",2.40880280755126
"b",7.56947682764301
"a",1.04747573327167
"b",10.0914521512009
"c",6.98581409816091
"a",1.49682850111276
"b",0.227991819381714
"a",10.2587134014339
"a",4.90357833427793
"a",6.06149541193104
"c",32.7832274867182
"b",5.8384747796932
"b",11.0152034309126
"b",10.9750968363501
"b",4.31829551979899
"c",23.8630909037248
"a",1.86083923792467
"b",17.6633790395458
"c",0.851354951523399
"b",10.8478284847356
"a",4.42711952016204
"b",1.83200447453812
"a",3.03558490239084
"b",10.9121377464748
"a",2.57561572594568
"c",5.39758782368153
"c",0.584157287842877
"b",15.8438255631163
"c",4.88696518354118
"b",7.02487248893747
"b",32.5541215373163
"c",3.19777048192918
"b",23.1405878770169
"b",6.5908903625227
"b",8.53182272579441
"a",7.76975247035635
"b",8.181091107092
"a",9.22277495222998
"c",7.2692143498414
"a",4.06085579620428
"b",6.90961563553581
"b",35.7196489423005
"b",2.95253856107593
"a",0.449820494747792
"a",2.36983363544311
"a",0.488358328584582
"b",1.58334317058325
"b",3.32063490406567
"a",1.83156842822297
"b",0.006479412317276
"a",6.39570277628905
"a",13.4575132926213
"a",3.82475010564035
"a",10.5197231413631
"a",8.1017779301449
"c",2.42000599947239
"c",2.18054334167391
"a",5.46053281032896
"c",3.19940193774585
"b",5.61388548684172
"a",3.5792996266619
"a",0.323183131404221
"b",5.43478560820222
"a",3.41447422513738
"a",6.42479063456363
"c",15.5061232662740
"a",1.26487256586841
"c",3.56311728712171
"c",4.9958540732041
"c",0.730704218149185
"a",10.7897111132629
"a",2.97845696797594
"a",3.28397118253633
"b",6.41455400164789
"c",14.8183081758437
"b",1.67057949304581
"a",0.43843304971233
"b",19.6853886442906
"c",1.60856167320162
"b",8.21587195213804
"c",0.0903117610141635
"a",0.88002833770588
"a",2.19698772067204
"b",44.4805593389096
"b",25.0372740016846
"a",0.592532861046493
"b",3.20970424637198
"b",12.5093269341423
"b",12.0118813507988
"b",2.69544233754277
"a",7.35646785194886
"a",3.33468233933672
"c",17.7456880724969
"a",2.34565557150792
"a",12.4490320396827
"a",1.27025748253182
"b",6.42409525778065
